recipe_name,ingredients,instructions,prep_time,source
Grilled Nutella Sandwich,2 slices sandwich bread | 2 tablespoons Nutella | Butter or spray (for grilling),Heat a non-stick pan over medium heat. Spread the Nutella butter onto 1 slice of bread and make a sandwich by placing the other slice of bread on top. Butter both sides of the sandwich and place it into the hot pan. Grill for 2 minutes on the first side before flipping it over and grilling it for an additional 2 minutes or until the sandwich is golden brown on both sides. Remove the sandwich from heat and serve. Allow the grilled sandwich to cool down to room temperature before packing it into a lunch container.,7 minutes,https://www.momables.com/grilled-nutella-sandwich/
School Lunch Ideas for Kids,1   flour tortilla (8 inches) | 1/4  avocado (mashed) | 2 slices bacon (cooked and crumbled) | 2 tablespoons cheddar cheese | 2 teaspoons mayonnaise,"In a small bowl, mash avocado and mix with mayonnaise. Place flour tortilla on a flat surface and spread the mayonnaise avocado mixture evenly throughout the flour tortilla. Top with crumbled bacon and shredded cheese. Roll tortilla tightly. Cut tortilla roll in half, and then into 1-inch pieces.",5 minutes,https://www.momables.com/school-lunch-ideas/
Trail Mix with Dried Fruit,1 1/2 cups banana chips | 1 cup dried mango | 1 cup dehydrated strawberries | 1/2 cup dried blueberries | 2 cups almonds,"Combine the dried fruit and nuts in a large bowl. With a spatula or wooden spoon, mix to combine. Transfer the trail mix inside an airtight container or pre-measure 2 tablespoons to 1/4 cup inside a snack bag or small container. Keep in the pantry for up to 1 month.",5 minutes,https://www.momables.com/trail-mix-with-dried-fruit/
Lunch Box Quinoa Salad with Veggies,3/4 cup water | 1/2 cup uncooked quinoa (rinsed) | 1/4 cup red bell pepper (chopped) | 1/2  small red onion (finely chopped) | 1/4 teaspoon curry powder | 2 tablespoons chopped fresh cilantro | 1/2  lime (juiced) | 1/4 cup minced carrots | 1/4 cup green peas | Salt &amp; black pepper (to taste),"Bring water to a boil, add the quinoa, and reduce the heat to low. Simmer for 15 minutes or until the water is absorbed and the quinoa is tender. Transfer the quinoa to a large bowl and refrigerate for 30 minutes or until chilled. Remove the quinoa from the fridge and add the bell pepepr, onion curry powder, cilantro, lime juice, carrots, and peas. Season with salt and black pepper, and toss to combine. Pack the quinoa salad into a lunch container with additional snacks. Close the container and pack it into a lunch bag with an ice pack.",10 minutes,https://www.momables.com/lunch-box-quinoa-salad/
School Lunch Philly Cheesesteak Grilled Cheese,2 slices thick bread (such as Italian or rustic bread) | 1/2 tablespoon butter (for grilling) | 1/8 cup finely diced onion and pepper mix (thawed) | 2 slices American cheese | 1/2 cup leftover grilled steak or 2 slices deli-cut roast beef,"Butter one side of each bread slice and set aside. Melt the butter on a griddle or skillet over medium-high heat. Add the onion and pepper mix, sauté for 3 to 4 minutes or until onions have softened. Add the leftover steak or roast beef onto the griddle or skillet and cook until warmed through. Remove from heat. Onto the griddle or skillet, place the bread slices butter side down and grill, until golden brown. Remove from heat and set aside. Once bread is ready, spread the onion and beef mixture on the griddle, and top it with 2 cheese slices. Once the cheese is melted, transfer onto a toasted bread slice and assemble the sandwich. Serve immediately or pack it for lunch. To pack inside a lunchbox, wait for the sandwich to cool down to room temperature. Once cool, slice it in half and pack it inside the lunchbox along with fruit, veggies, or your favorite sides.",12 minutes,https://www.momables.com/philly-grilled-cheese-sandwich-lunch/
Greek Chicken Pita Wrap,1  pita bread round | 1 tablespoon hummus | 2 leaves romaine lettuce (chopped) | 1/2 cup cooked chicken (shredded or chopped) | 1/2  roma tomato (finely chopped) | 3-4  kalamata olives (optional) | 2 teaspoons crumbled feta cheese,"Finely chop the chicken into small pieces and set aside. You can slice the pita in half, separating it, and stuffing the pockets, or place the ingredients on top and fold it (as shown in the picture) like a taco/ wrap. If stuffing the pitas, spread some of the hummus inside each half, and divide the ingredients in half, filling each pita pocket. For a pita wrap, spread the hummus on top of the pita. Place the chopped lettuce, chicken, tomatoes, olives, and crumbled feta on top. Fold the pita in half or tightly wrap it and tie it using kitchen string. Pack the pita inside its own compartment of a lunchbox and the sides separately. Refrigerate it until ready to place it inside a lunch bag, along with an ice pack if necessary.",10 minutes,https://www.momables.com/greek-chicken-flatbreads/
Greek Chicken Bento Box,3 ounces cooked chicken breast (sliced) | 1/2 cup cucumber slices | 1/2 cup cherry tomatoes | 1  pita (sliced in wedges) | 2 tablespoons tzatziki sauce (or single-serve cup),Slice the cooked chicken breast and place it inside the main compartment of the lunch container. Place the cucumber slices and the cherry tomatoes in another compartment or with the sliced chicken. Store the pita wedges in another compartment to keep them fresh until lunch time. Fill a small lidded container with tzatziki sauce or add a single-serve tzatziki sauce to the lunchbox. Refrigerate this lunch until placed inside an insulated lunch bag and is sent to school. Ice packs are optional.,5 minutes,https://www.momables.com/greek-chicken-bento-box/
BLT Salad Lunchbox,2 cups shredded romaine lettuce | 1/2 cup cherry tomatoes | 2 tablespoons shredded mozzarella cheese | 1 slice of bacon (cooked and chopped) | 1/4  avocado (diced) | 2 tablespoons ranch dressing,"Make the salad inside a lunch container by adding the chopped Romaine lettuce at the bottom. Top it with tomatoes, shredded cheese, chopped cooked bacon, and sliced avocado. Fill a small lidded container with the dressing and wait to drizzle it over the salad at lunch. This prevents the lettuce from getting soggy. Refrigerate the salad or pack it with an ice pack inside a lunch bag.",15 minutes,https://www.momables.com/blt-salad-lunch/
Lasagna Thermos Lunch,8  lasagna noodles | 3 ounces baby spinach (chopped) | 1 1/4 cups ricotta cheese | 1/2 cup grated Parmesan cheese | 1 teaspoon garlic powder | 1 teaspoon onion powder | 1 teaspoon dried oregano or Italian seasoning | 2 cups marinara sauce | 1 cup shredded mozzarella cheese,"Prepare the lasagna noodles according to the package directions. Drain and set aside. In a small saucepot, over medium-low heat, warm the marinara. In a medium bowl, combine the chopped spinach, ricotta, Parmesan cheese, garlic powder, onion powder, and dried oregano or Italian seasoning. Stir to combine and warm in the microwave for about 1 minute or until the cheese softens and spinach is slightly wilted. Preheat the thermos container with boiling water. This step is optional, but it helps. About 5 minutes later, drain the water from the thermos. To assemble, ladle 1/4 cup marinara into a thermos, top with a lasagna noodle, then with the spinach and ricotta mixture. Top with another noodle, more sauce, Mozzarella cheese, and additional Parmesan cheese. Close the thermos container and pack it into a lunch bag. ",25 minutes,https://www.momables.com/lasagna-thermos-lunch/
DIY Taco Lunchables,1/4 cup cooked taco meat (turkey or beef) | 1/2 cup shredded lettuce | 2  soft flour tortillas | 2 tablespoons shredded cheese | 2 tablespoons cherry tomatoes (halved*),"In one compartment, place the cooked ground meat. In another compartment, place the finely shredded lettuce. Place the tortillas in another compartment of the lunchbox. Pack the shredded cheese and cherry tomatoes in small, lidded containers. Refrigerate overnight, sealed.",5 minutes,https://www.momables.com/momables-healthy-lunchable-chicken-soft-tacos/
Easy Egg Salad Wrap,1  large flour tortilla | 1/3 cup Mayo-Free Egg Salad | 1 cup mixed salad greens | 1/4 cup grape tomatoes (halved) | Favorite sides | Blueberries,"Place the tortilla onto a flat surface and top with the egg salad, mixed salad greens or lettuce, and tomatoes. Fold one end over the filling and roll tightly before cutting in half. Place the wrap inside a lunch container. Pack your favorite sides, like banana chips and berries inside separate compartments to separate the ingredients and nothing gets soggy. Close the lunch container with the lid and pack it inside a lunch bag with an ice pack or refrigerate until needed.",10 minutes,https://www.momables.com/egg-salad-wrap/
Chicken Nugget Wrap,1  large flour tortilla | 2  green lettuce leaves | 2 slices tomato (optional) | 4-6  chicken nuggets (cooked) | 1 tablespoon Ranch dressing,"Reheat the chicken nuggets if you’re going to eat the wrap right away. In the microwave for about a minute, in the oven at 350F for 8-10 minutes, or the air fryer at 350F for 6 minutes. This will give you crispy nuggets to use in the wrap. Skip this step if you’re making this wrap for school, they’ll be enjoyed at room temperature. Place the tortilla on a flat surface. Place the lettuce leaves in the center of the tortilla and the tomato slices on top. Arrange the cooked chicken nuggets on top of the tomatoes (or the lettuce) and drizzle with a little Ranch dressing. Tip: go light on the dressing if you're packing this for school to prevent a soggy wrap. You can always pack a little extra dressing in a small lidded container for later. Fold the sides in, fold the back over the filling, and roll tightly.  Slice it in half and serve. Place the chicken wrap inside the main compartment of a lunchbox. Add healthy sides, like fresh fruit and veggies in separate compartments to complete the lunch. Cover with the lid and refrigerate until ready to pack inside a lunch bag with or without an ice pack.",5 minutes,https://www.momables.com/chicken-nugget-wrap/
Roast Beef Wrap with Veggies,1  large tortilla | 1 tablespoon Mayonnaise | Lettuce leaves | 1  Large carrot (grated) | 2 tablespoons corn kernels | 3 ounces sliced deli roast beef,"Place the tortilla on a flat surface and spread the mayonnaise as a thin layer on top. Place the lettuce leaves in the middle of the tortilla. Grate a carrot, or use carrot sticks, and place it on top of the lettuce along with the corn kernels. Lay the roast beef slices on top of the vegetables to hold them in place. Fold the sides in, and one end over the filling, rolling the wrap tightly as you tuck the sides in. Slice in half. Place the wrap inside the main compartment of a lunchbox. Add healthy sides, like fresh fruit and veggies in separate compartments to complete the lunch. Cover with the lid and refrigerate until ready to pack inside a lunch bag with or without an ice pack.",5 minutes,https://www.momables.com/roast-beef-wrap-with-veggies/
Strawberry Nutella Sandwich,3  strawberries | 2 slices sandwich bread (your favorite) | 2 tablespoons Nutella,"Wash the fresh berries, remove the stem, and slice them into ¼ inch thin slices. Alternatively, you can mash them with a fork in a bowl. Spread Nutella on both slices of bread. Place the strawberry slices on one side and close the sandwich. Spreading Nutella on both sides will prevent the strawberries from sliding out. Place the Nutella strawberry sandwich in a lunch container where it fits snugly. Pack any sides, like fruits and veggies, in a separate compartment or container. Refrigerate until ready to pack inside a lunch bag, with or without an ice pack.",5 minutes,https://www.momables.com/strawberry-nutella-sandwich/
Chipotle Chicken Wrap with Avocado,"1  large tortilla | 1 1/2 tablespoons chipotle mayo | ½ cup cooked chicken (chopped) | ¼  avocado (mashed) | ¼ cup black beans | Veggies: corn (grilled peppers & onions, optional)","In a small bowl, combine the chicken and half of the chipotle mayo. Sprinkle a little taco seasoning for added flavor. Spread the other half of the chipotle mayo thinly on the wrap. Place the seasoned chicken in the middle of the wrap. Top with the mashed avocado or guacamole, black beans, and any additional veggies you enjoy. Fold the sides in, and then the bottom over the filling. Roll tightly up, while tucking the sides in. Slice it in half and enjoy. Place the chicken wrap inside the main compartment of a lunchbox along with some fruit and veggies. Cover with the lid and refrigerate until ready to pack inside a lunch bag with or without an ice pack.",5 minutes,https://www.momables.com/chipotle-chicken-wrap/
Grilled BBQ Chicken Wrap,4 ounces cooked chicken (finely chopped or shredded) | 2 tablespoons BBQ sauce | 1  large flour tortilla | Mayonnaise (optional) | 2  large green lettuce leaves | 2 slices tomato,"In a medium bowl, combine the cooked chicken and the barbecue sauce until all the chicken pieces are coated with flavor. Place the tortilla on a flat surface and spread a little mayonnaise on the tortilla. Layer the lettuce leaves in the center of the tortilla and place the tomato slices on top. Scoop the bbq chicken on top of the tomatoes. Fold the sides of the tortilla in and roll the wrap burrito style. Slice it in half and serve immediately or place it inside a lunch container. Add fresh fruit and veggies as sides inside separate lunch containers or compartments of the lunch box. Refrigerate the lunch until you’re ready to pack it inside an insulated bag for school, with an ice pack if necessary.",5 minutes,https://www.momables.com/grilled-bbq-chicken-wrap/
Filling Homemade Lunchable,1.5 ounces Cheddar cheese (sliced) | 3 ounces ham or turkey (rolled up and sliced) | 2 ounces whole-grain crackers | ½ cup fresh fruit,"On a cutting board, roll up the deli ham or turkey, and slice each roll into 3 to 4 pieces. Slice the cheese and prep any fruit and sides. Place the cheese slices and the deli meat inside a compartmentalized container. Pack the whole grain crackers in a separate compartment, away from the deli meat, and the fruit in its own compartment or a separate container. Shown are homemade strawberry fruit roll-ups. Refrigerate the lunch until you pack it inside the lunch bag with an ice pack, if necessary.",5 minutes,https://www.momables.com/filling-homemade-lunchables/
Pizza Pasta Salad for Kids,2 cups cooked pasta | 2 ounces mozzarella cheese (sliced) | 1/2 cup broccoli florets (chopped) | 8 slices nitrate-free pepperoni (quartered) | 1/4 cup black olives (sliced) | 1/2 cup cherry tomatoes (halved ) | 3 tablespoons Italian dressing (or plain olive oil) | Salt &amp; black pepper,"In a large bowl, combine the pasta, cheese, broccoli, pepperoni, black olives, tomatoes, dressing, salt, and black pepper. Toss to combine.  Refrigerate in an airtight container for up to 2 days or pack inside a lunch container.",5 minutes,https://www.momables.com/pizza-pasta-salad-recipe-school-lunch-idea/
BLT Wrap,1  large tortilla | 1 tablespoon mayonnaise or Ranch dressing | 2 slices bacon (cooked crispy) | 2 slices of tomato (halved) | Lettuce leaves (washed),"Cook the bacon in the microwave until crispy. Pat dry with a paper towel to absorb excess fat. Coarsely chop the cooked bacon into pieces. Place the tortilla on a flat surface. Spread the mayonnaise or Ranch dressing in a thin layer on the tortilla. In the center of the tortilla, layer the lettuce, tomatoes, and chopped bacon. Fold and roll burrito style and slice in half. Place the BLT wrap in a lunch container where it fits snugly. Pack any sides, like fruits and veggies, in a separate compartment or container. Refrigerate until ready to pack inside a lunch bag, with or without an ice pack.",5 minutes,https://www.momables.com/blt-wrap/
Pepperoni Grilled Cheese,Butter (for grilling) | 4 slices thick sandwich bread | 1 tablespoon mayonnaise | 1  tomato (sliced) | 2 slices Mozzarella cheese | 8-12 slices pepperoni,"Butter each slice of bread and flip them over onto a large, flat surface. Spread the mayonnaise over 2 slices of bread and layer with tomato, cheese, and pepperoni. Assemble the sandwiches, buttered side facing up.  Heat a non-stick pan over medium-high heat. Grill the sandwiches, 1 at a time, for 2 to 3 minutes or until the cheese begins to melt. Flip and grill for an additional minute until the cheese melts.  Remove the sandwich from the pan and allow it to cool for 5 minutes. Once cooled, pack the sandwich into a lunch container, separated from other ingredients like fruit and veggies.",15 minutes,https://www.momables.com/pepperoni-sandwich/
Taco Egg Cup Breakfast Bento,6  eggs | 3 tablespoons milk | 1/2 cup reserved cooked taco meat | 1/4 cup salsa | 1 cup shredded Cheddar cheese | 4-6  egg cups | Fruits &amp; veggies | Sides of your choice,"Preheat oven to 350F and grease 24-count mini muffin pan. See the note below regarding cooking time if using a regular muffin pan. In a large bowl, whisk eggs and milk. Add in the beef, salsa, and cheese. Mix to combine all ingredients. Distribute egg mixture evenly into muffin pan cups, filling them about 3/4 of the way up. Bake in the preheated oven for 15-18 minutes. Remove the pan from the oven and let them cool in the pan before carefully removing them with a small knife or small spatula. Once cooled, refrigerate the egg cups in an aitight container or zip bag for up to 3 days. To enjoy these at room temperature, place 4 to 6 egg cups inside the main compartment of a lunch container. To eat warm, heat the egg cups in the microwave for 1 minute, stopping the microwave half way through to flip them over. Immediately transfer them inside a thermos container and close the lid. Finish packing this breakfast by adding fruit, veggies, and any other sides inside a bento box. Pack everything inside a lunch bag.",23 minutes,https://www.momables.com/breakfast-egg-cups-taco/
Canned Chicken Wrap,"5 oz can of chicken (about ½ cup, drained) | 2 tablespoons Ranch or Mayonnaise | ¼ teaspoon seasoning (any all-purpose) | Lettuce leaves | 1  large tortilla","In a bowl, combine the canned chicken with the Ranch or Mayonnaise and your favorite seasoning. Use a fork to break up the bigger chunks and combine. Place the tortilla on a flat surface and layer a couple of lettuce leaves on top. Scoop the chicken mixture on top of the lettuce, placing it in the middle of the tortilla. Fold the sides in and one end over the chicken salad, rolling the wrap tightly. Slice in half. Place the chicken wrap inside the main compartment of a lunchbox. Add healthy sides, like fresh fruit and veggies in separate compartments to complete the lunch. Cover with the lid and refrigerate until ready to pack inside a lunch bag with or without an ice pack.",5 minutes,https://www.momables.com/canned-chicken-wrap/
Turkey Bacon Wrap,1  large tortilla | Mayonnaise (optional) | Mustard (optional) | 2 oz deli turkey | 2 slices bacon (cooked crispy) | 1 slice cheddar cheese | lettuce (optional) | 2 slices tomato (optional),"Microwave bacon until crispy and let cool Place the tortilla on a flat surface and spread a thin layer of mayo on top. Put lettuce leaves in the center of the tortilla and layer on the tomato slices, bacon, turkey and cheese. If using mustard, drizzle a small amount over the ingredients and fold the sides in and roll up burrito style. Slice it in half and serve or pack it inside a lunch container keeping any sides like fruit and veggies separate. Refrigerate until you’re ready to pack it inside a lunch bag for school with an ice pack, if necessary.",4 minutes,https://www.momables.com/turkey-bacon-wrap/
Homemade Gluten-Free Pop Tarts,1 1/3 cups gluten-free flour  (+ extra for rolling dough) | 1/2 teaspoon salt | 1/2 teaspoon xanthan gum (if not included in the flour mix) | 1/2 cup butter or non-dairy substitute | 1/2 teaspoon vanilla | 3 tablespoons unsweetened applesauce | 4 to 6 tablespoons ice-cold water | 1 to 2 teaspoons milk or non-dairy alternative | 1/2 cup strawberry preserves or your filling of choice | 1/2 cup powdered sugar | 1 to 2 tablespoons milk or non-dairy substitute,"In a large bowl, combine the flour, salt, and xanthan gum. With a cheese grater, shred the butter on top of the flour mixture. Using a pastry cutter or your hands, combine the flour mixture and the shredded butter until thoroughly incorporated. Add the vanilla and applesauce to the flour, stir to combine. Add 4-6 tablespoons of the water and combine by hand until a smooth dough ball can be formed. Be careful not to overmix the dough, or it will begin to crumble and break. Form the dough into a ball and wrap it tightly in plastic wrap. Refrigerate for at least 30 minutes. Preheat the oven to 350F, and line a baking sheet with parchment paper. On a lightly floured surface, roll out the dough to ⅛- to ¼-inch thickness. Cut the dough into sixteen 3 x 4-inch rectangles. You’ll need to rework the dough and roll it out a few times, making sure to re-flour the surface. Place one row of rectangles on the baking sheet. Spoon about 1 tablespoon of strawberry filling onto the center of each rectangle, making sure the filling doesn’t get too close to the edges. Carefully, with a pastry brush or your finger, brush milk onto the edges of each rectangle. Top each rectangle with a second piece of the dough. Using your fingers press down the edges. Then, with a fork, lightly press down to seal all the edges of the dough. With a sharp knife, cut 3 or 4 small slits in the top of each pop tart. Bake the pastries for about 25 to 30 minutes or until golden brown. Remove from the oven, and allow them to cool completely. To make the glaze, combine the sugar and milk in a small bowl. Spread over the cooled pop tarts and enjoy.",75 minutes,https://www.momables.com/gluten-egg-dairy-free-homemade-poptarts-recipe/
Make the BEST Cutter Sandwiches,"2 slices sandwich bread | mayonnaise  (or butter, optional) | 2 ounces deli ham (or turkey) | 1  cheese slice (your favorite)","Place the bread on a flat surface and spread the mayonnaise or butter thinly, just enough to keep the bread moist. Place the deli meat and cheese centered and inside the bread crust of one slice of bread. Close the sandwich. Place the sandwich cutter on top of the sandwich and gently press down until you feel the board. Slowly jiggle to pierce through the bread, lift the cutter, and remove the outer crusts. With your hands, gently push the shaped sandwich away from the sandwich cutter on the board. Pack the sandwich inside its own lunch box compartment, along with any sides like fruit and veggies in separate compartments. Close the lunch container and refrigerate or pack it into a lunch bag with an ice pack.",5 minutes,https://www.momables.com/how-to-make-school-lunches-better-in-30-seconds/
Cinnamon Pumpkin Seed Butter,3 cups pumpkin seeds (raw and shelled) | 1/4 teaspoon cinamon | 1 1/2 Tablespoons maple syrup,"Preheat oven to 350. In a bowl, toss cinnamon and pumpkin seeds to evenly coat. Place the pumpkin seeds on a cookie sheet and bake for 15 minutes or until golden. Remove from oven and allow to cool down to room temperature. Place the seeds in a food processor and process into butter for several minutes, occasionally scraping down the sides with a spatula. After the first minute or two, it will look like a giant ball, keep going. Add the pure maple syrup (optional) and continue pureeing until it becomes smooth. Store in an airtight container for up to 2 months.",22 minutes,https://www.momables.com/cinnamon-pumpkin-seed-butter-recipe/
Gluten-Free Cheesy Crackers,1/2 cup brown rice flour | 1/2 cup tapioca flour | 3/4 teaspoon salt | 1/4 teaspoon garlic powder | 1/3 cup finely grated sharp cheddar cheese | 2 tablespoons butter (melted or 1 teaspoon vegetable oil) | 3-5 tablespoons water,"Preheat the oven to 350F. In a large bowl, combine the flours, salt, garlic powder, and cheese.  Add the melted butter and water 1 tablespoon at a time mixing to combine after each addition. Once a dough forms, knead it into a ball.  Place the dough on parchment paper or a nonstick rolling mat. Roll out into a rectangular shape until the dough is about 1/8-inch thick. Slice into crackers with a knife, pizza slicer, or cookie cutters (you can re-roll scraps and rough edges to make more.) Transfer the parchment paper with the crackers to a baking sheet. For a more golden look, lightly spray or brush the tops of the crackers with melted butter or oil. Sprinkle extra sea salt and cheese over the top, if desired. Bake for about 12 minutes, until starting to turn golden. Turn the oven off, but leave the crackers in the oven for 5 minutes. Remove from the oven and let cool completely. Store in an airtight container.",22 minutes,https://www.momables.com/gluten-free-cheese-crackers/
Gluten-Free Wheat Thins Crackers,1/2 cup brown rice flour | 1/2 cup tapioca flour (also called tapioca starch) | 3/4 teaspoon salt | 4 teaspoons sugar | 2 tablespoons butter (melted or 1/2 teaspoon vegetable oil*) | 3-5 tablespoons water,"Preheat the oven to 350F. In a large bowl, combine the flours, salt, and sugar. Add the butter and 1 tablespoon water at a time, combining after each addition until a dough begins to form.  Place the dough on a piece of parchment paper and cover it with another piece of parchment paper. Using a rolling pin, roll the dough until about ⅛-inch thick. With a knife or pizza cutter cut the dough into small 1 1/2-inch squares, or use a cookie cutter to cut shapes. (You can take rough edges and scraps and roll them out again to make more shapes). Transfer the parchment paper to the baking sheet. For a more toasted look, lightly brush or spray the tops with melted butter and sprinkle with salt.  Bake for 12 minutes or until they begin to turn golden. Turn the oven off, and leave the crackers in the oven for 5 minutes. Remove from the oven and let cool completely. Store in an airtight container for up to 1 week. ",27 minutes,https://www.momables.com/gluten-free-wheat-thins-recipe/
Strawberry Shortcake Kabobs,"6 tablespoons vegetable oil | 1 1/2 teaspoons vanilla extract | 1 3/4 cups sugar | 1/2 cup unsalted butter (softened) | 2  large eggs | 12 ounces cake flour (about 3 cups) | 2 1/2 teaspoons baking powder | 1/2 teaspoon salt | 1 cup nonfat buttermilk | Cooking spray with flour | Pound cake (homemade or store-bought, sliced into cubes) | Fresh strawberries (whole or halved) | Melted milk chocolate | Melted white chocolate","Preheat oven to 350°. To prepare cake, combine oil and vanilla in a small skillet over medium-high heat, and bring to a simmer. Remove from heat. Let stand 10 minutes or until mixture cools to room temperature. Scrape seeds from bean, and stir into oil; discard bean. If you use vanilla extract, skip this step and add it to the next step. Combine the oil mixture, 1 3/4 cups sugar, and 1/2 cup butter in a large bowl; beat with a mixer at medium speed until well blended (about 5 minutes). Add eggs, one at a time, beating well after each addition. Weigh or lightly spoon flour into dry measuring cups; level with a knife. Combine flour, baking powder, and salt, stirring well with a whisk. Add the flour mixture and buttermilk alternately to sugar mixture, beginning and ending with flour mixture. Spoon batter into a 10-inch tube pan coated with cooking spray, and spread evenly. Bake at 350° for 1 hour or until a wooden pick inserted in center comes out clean. Cool in pan for 10 minutes on a wire rack, and remove from pan. Alternate putting pound cake cubes and strawberries onto skewer or popsicle stick. Drizzle with melted white chocolate and/or milk chocolate.",25 minutes,https://www.momables.com/strawberry-shortcake-kabobs/
Homemade S'mores Poptarts,2 sheets pie dough (store-bought or homemade) | 1/2 cup Nutella (store-bought or homemade) | 1/2 cup Marshmallow Fluff | Splash of milk,"Preheat your oven to 350F. Line a baking sheet with parchment paper and set aside. For the filling, add the Nutella and homemade fluff to separate piping or heavy-duty zip bags.  Roll the pie dough to 1/4-inch thickness on a lightly floured surface. Cut out 3 x 4-inch rectangles. Roll the excess dough and re-cut if necessary. You will need two rectangles to make one pop tart. Place one row of rectangles on the baking sheet. Using your piping bags, pipe alternating rows of Nutella and marshmallow fluff in the middle of each rectangle. Carefully, with a pastry brush or your finger, brush the milk onto the edges of the dough. Lay the second rectangle over the top and press down with your fingers along the edge to close the pop tarts. Using a fork, press all the edges to completely seal the pop tarts. Cut 3 to 4 tiny slits in the top of each pop tart. Bake until golden brown about 25 to 30 minutes. Place the pop tarts on wire racks and allow to cool completely. If desired, drizzle the pop tarts with melted Nutella or chocolate.",45 minutes,https://www.momables.com/homemade-smores-poptarts/
PB&amp;J Bagel Sandwich,1  bagel (sliced in half) | 2 tablespoons peanut butter (your favorite) | 1 ½ tablespoons jelly (your favorite),"Spread a thin layer of peanut butter on both slices of the bagel. Spread the jelly and close the sandwich. Sliced in half and enjoy. Pack it inside a lunch box container where the bagel fits nice and tight. In another compartment or container, add fruit, veggies, and your favorite sides for extra nutrition. Add an ice pack in the lunch bag if necessary.",5 minutes,https://www.momables.com/peanut-butter-jelly-bagel-sandwich/
BLT Bagel,1  bagel (toasted optional) | 1 tablespoon mayonnaise | 2  slices bacon ( cooked crispy) | 2  slices  of tomato | Lettuce leaves ( washed),"Cook the bacon in the microwave until crispy. Pat dry with a paper towel to absorb excess fat. Cut the slices in half. Toast the bagel, if necessary. Spread a thin layer of mayonnaise on both bagel halves. Layer the lettuce leaves, tomato slices, and cooked bacon on top of one half of the bagel. Close the bagel sandwich with the other half. Slice in half and enjoy. Place the BLT bagel sandwich in a lunch container where it fits snugly. Pack any sides, like fruits and veggies, in a separate compartment or container. Refrigerate until ready to pack inside a lunch bag, with or without an ice pack.",5 minutes,https://www.momables.com/blt-bagel/
Healthy Fruit Pizza with Yogurt,"1 cup old-fashioned rolled oats | 1 cup mixed nuts and seeds (finely chopped) | 2 tablespoons unsweetened shredded coconut | 1/4 cup coconut oil (melted) | 2 tablespoons maple syrup | 1 teaspoon vanilla extract | 1/4 teaspoon salt | 1 1/2 cups yogurt- regular (Greek, or non-dairy) | Assorted sliced and chopped fruit- oranges (peaches, bananas, blueberries, strawberries, etc.)","Preheat oven to 350F. Lightly grease a pie pan or springform pan. In a large bowl, combine the oats, nuts, seeds, and coconut. Add the melted oil, maple syrup, vanilla, and salt. Stir well until all the ingredients are combined. Pour the mixture into the pan and using your hands or the back of a wooden spoon, press the mixture firmly into the pan. Bake for 15 minutes, until lightly golden. Remove from the oven and allow to cool down to room temperature. (Stick it in the freezer to cool faster). Spread the yogurt on top of the crust and decorate with your choice of sliced fruit. Slice and enjoy!",20 minutes,https://www.momables.com/fruit-yogurt-breakfast-pizza/
Veggie Egg Bites Snack Box,2 teaspoons oil | 3/4 cup packed grated green zucchini | 3/4 cup packed grated carrots | 2  green onions or 1 shallot (optional) | 4  large eggs (whisked) | 1/3 cup grated Monterrey Jack cheese* | 1/4 teaspoon salt | 4-6  veggie egg bites | Fruits &amp; veggies | Sides of your choice,"Preheat the oven to 350F and grease a 24-count mini muffin pan. See the note below regarding cooking time if using a regular muffin pan. If using, trim both ends of the green onions and finely chop. Separate the green end from the white. Or, finely chop the shallot. In a medium skillet, heat oil over medium heat. Add the zucchini, carrots, and green onions or shallot, and cook, stirring, for 5-7 minutes until the veggies begin to soften. Remove from heat and set aside to cool down to room temperature. In a large bowl, combine veggies, eggs, grated cheese, and salt. Spoon mixture into mini muffin pan. Bake for 15-18 minutes. Allow veggie egg bites to cool in the pan before carefully removing with a small knife or spatula. Once cooled, refrigerate the egg bites in an airtight container or zip bag for up to 3 days. To enjoy these at room temperature, place 4 to 6 egg bites inside the main compartment of a lunch container. To eat warm, heat the veggie egg bites in the microwave for 1 minute, stopping the microwave half way through to flip them over. Immediately transfer them inside a thermos container and close the lid. Finish packing this meal by adding fruit, veggies, and any other sides inside a bento box. Pack everything inside a lunch bag.",25 minutes,https://www.momables.com/mini-carrot-and-zucchini-bites/
Sandwich Kabobs,"2 slices of sandwich bread | 2 ounces deli meat | 1 ounce cheese (sliced thick) | Veggies: cherry tomatoes (bell peppers, sliced cucumbers)","Using a serrated knife, remove the crusts from the sandwich bread. Slice the sandwich bread into squares. If using thinly sliced deli turkey or ham, roll it up first, and then cut it into pieces. Cut the veggies into small pieces, similarly in size to the other ingredients. Use bento picks or small food skewers to thread the lunch ingredients through the middle, alternating between ingredients. Place the sandwich kabobs inside a lunch container. Pack additional fruit and veggies in another compartment or separately. Refrigerate the lunch if packing it ahead. Pack this lunch it inside an insulated bag for school, with an ice pack if necessary.",5 minutes,https://www.momables.com/sandwich-kabobs-lunchbox/
