recipe_name,ingredients,instructions,prep_time,source
Apple Pie Turnovers,"1 large apple, peeled, cored, and diced (about 1 cup) | 1 teaspoon ground cinnamon | 3 tablespoons light or dark brown sugar | 1 box refrigerated pie dough | 1 egg + 1 teaspoon water (optional egg wash)",Preheat oven to 425°F; line a baking sheet with parchment. Toss diced apple with cinnamon and brown sugar; set aside. Unroll pie crust on a floured surface. Cut out circles using a 4-inch round cookie cutter. Place 2 teaspoons apple mixture in the center of half the circles. Dab water around edges; top with second circle and press edges to seal. Poke 3–4 vents in the top. Brush with egg wash if desired. Bake 15–18 minutes until golden. Cool 10 minutes before serving.,15 minutes,https://weelicious.com/apple-pie-turnovers/
Pumpkin Pie Parfaits,"1 cup pumpkin puree | 1 cup whipped cream cheese (or regular at room temperature) | 1 teaspoon pumpkin pie spice | 3 tablespoons brown sugar | 2 cups heavy whipping cream | 2 tablespoons powdered sugar | 2 sleeves graham crackers, crushed (about 2½ cups)","With an electric mixer, beat pumpkin, cream cheese, pumpkin pie spice, and brown sugar until thoroughly combined, about 2 minutes. In a separate bowl, beat heavy cream and powdered sugar until light and fluffy, about 5 minutes. Layer in 10 mason jars: graham crackers, pumpkin cream cheese mixture, then whipped cream. Repeat layers to fill each jar. Serve chilled.",10 minutes,https://weelicious.com/pumpkin-pie-parfaits/
Egg Bites with Cottage Cheese (and Veggies),"6 large eggs | 1/2 cup whole-milk cottage cheese | 1/4 cup shredded cheddar or mozzarella cheese | 1/2 cup finely chopped vegetables (broccoli, spinach, bell pepper, or mushrooms) | 1/4 teaspoon salt | 1/4 teaspoon garlic powder (optional)","Preheat oven to 325°F; grease a 12-cup muffin tin very well. Blend eggs and cottage cheese until smooth. Stir in cheese, vegetables, salt, and garlic powder. Pour into muffin cups, filling about 3/4 full. Bake 20–22 minutes until puffed and just set in the center. Let cool 5 minutes; run a knife around edges and remove.",10 minutes,https://www.yummytoddlerfood.com/egg-bites-with-cottage-cheese/
Air Fryer Crispy Chickpeas,"1 15-ounce can chickpeas, drained and rinsed | 2 teaspoons oil | 1/4 teaspoon kosher salt","Drain and rinse chickpeas then pat thoroughly dry with a paper towel. Place chickpeas, oil, and salt in a bowl and toss to coat. Place in air fryer basket and air fry at 375°F for 15 minutes or until golden and crispy. Store leftovers in an airtight container at room temperature up to 2 days.",2 minutes,https://weelicious.com/air-fryer-crispy-chickpeas/
Banana Chocolate Chip Muffins,"1½ cups all-purpose flour | 1 teaspoon baking powder | 1/2 teaspoon baking soda | 1/2 teaspoon kosher salt | 1/4 cup honey or agave nectar | 1 large egg | 2/3 cup milk | 3 tablespoons vegetable oil | 2 ripe bananas, mashed | 3/4 cup semi-sweet chocolate chips plus 1/4 cup for topping","Preheat oven to 400°F. Combine flour, baking powder, baking soda, and salt in a bowl. In a separate bowl, whisk honey, egg, milk, oil, and mashed bananas. Slowly combine dry into wet; stir in 3/4 cup chocolate chips. Pour into greased or lined muffin cups, about 2/3 full. Top with remaining chocolate chips. Bake 18 minutes until a toothpick comes out clean. Cool and serve.",2 minutes,https://weelicious.com/banana-chocolate-chip-muffins/
Chocolate Muffins,"1½ cups all-purpose flour | 1/2 cup unsweetened cocoa powder | 1/2 cup granulated sugar | 1½ teaspoons baking powder | 1 teaspoon baking soda | 1/2 teaspoon kosher salt | 3/4 cup milk | 1/3 cup vegetable or canola oil | 1 large egg, beaten | 1/2 cup chocolate chips or chunks","Preheat oven to 400°F; grease or line a 12-cup muffin tin. Sift flour, cocoa, sugar, baking powder, baking soda, and salt into a medium bowl. In a large bowl, whisk milk, oil, and egg. Add dry ingredients and stir just until combined. Stir in chocolate chips. Fill muffin cups 2/3 full. Bake 18–22 minutes until a toothpick inserted in the center comes out clean.",5 minutes,https://weelicious.com/chocolate-muffins/
Banana Wheat Germ Muffins,"1 cup all-purpose flour | 1 cup wheat germ | 1 teaspoon baking soda | 1/2 teaspoon baking powder | 1 teaspoon kosher salt | 3 medium very ripe bananas, mashed + 1 banana sliced for topping | 1/2 cup agave or honey | 3 tablespoons vegetable oil | 1 tablespoon vanilla extract | 1 large egg","Preheat oven to 350°F. Combine flour, wheat germ, baking powder, baking soda, and salt in a bowl. In a stand mixer or with a hand mixer, beat 3 bananas, agave, oil, vanilla, and egg until combined. Gently mix in dry ingredients in 3 stages; do not overmix. Grease or line muffin cups; fill 3/4 full. Place banana slices on top. Bake 15 minutes for mini, 20 minutes for regular, until a toothpick comes out clean.",5 minutes,https://weelicious.com/banana-wee-eat-germ-muffins/
Chocolate Oat Muffins,"3/4 cup old-fashioned oats | 1½ cups all-purpose flour | 2 teaspoons baking powder | 1½ teaspoons baking soda | 1 teaspoon cinnamon | 1/2 teaspoon kosher salt | 1/2 cup honey | 1/2 cup buttermilk | 1/2 cup vegetable or canola oil | 2 large eggs, whisked | 3/4 cup chocolate chips","Preheat oven to 350°F. Mix oats, flour, baking powder, baking soda, cinnamon, and salt in a bowl. Whisk honey, buttermilk, oil, and eggs in a separate bowl. Pour wet into dry and stir until just combined. Fold in 1/2 cup chocolate chips. Fill 12 greased or lined muffin cups 3/4 full. Sprinkle remaining 1/4 cup chocolate chips on top. Bake 20–22 minutes until a toothpick comes out clean.",5 minutes,https://weelicious.com/oaty-muffins/
Quick Lemon Broccoli Pasta,2 cups broccoli florets (fresh or frozen) | 8 ounces stelline pasta (or orzo) | 2 tablespoons unsalted butter | 2 tablespoons fresh lemon zest (from 1 medium lemon) | 1/4 cup grated Parmesan cheese | Salt and pepper to taste,"Bring a large pot of salted water to a boil. Add broccoli and cook 4 minutes until tender; transfer to a bowl with a slotted spoon and mince with scissors. Add pasta to the broccoli cooking water; cook per package directions and drain. Return pasta to the pot with the broccoli. Add butter, Parmesan, and lemon zest; stir to combine. Serve topped with extra Parmesan, salt, and pepper as desired.",5 minutes,https://www.yummytoddlerfood.com/lemon-broccoli-pasta/
Crispy Baked Chicken Nuggets,"1 pound chicken breast or tenders, cut into 1–2-inch pieces | 1/4 cup all-purpose flour | 1 egg, beaten | 1 cup Italian breadcrumbs or panko | 1/2 teaspoon garlic powder | 1/2 teaspoon salt | Cooking spray","Preheat oven to 400°F; coat a baking sheet with nonstick spray. Set up three bowls: flour in one, beaten egg in second, breadcrumbs mixed with garlic powder and salt in third. Coat each chicken piece in flour, dip in egg, then coat in breadcrumbs. Place on baking sheet; spray tops with cooking spray. Bake 16–18 minutes, flipping halfway, until golden and cooked through. Serve with ketchup or dipping sauce.",15 minutes,https://www.yummytoddlerfood.com/baked-chicken-nuggets/
Chicken Nuggets with Sweet Potato,1 pound ground chicken | 1/2 cup shredded sweet potato | 1/2 cup Italian breadcrumbs | 1 egg | 1/2 teaspoon salt,Preheat oven to 400°F; line a baking sheet with foil and coat with nonstick spray. Mix all ingredients together with clean hands. Shape into nugget shapes using a tablespoon of mixture per nugget. Place on baking sheet. Bake 18–20 minutes until golden brown and cooked through. Serve with ketchup or your favorite dipping sauce.,10 minutes,https://www.yummytoddlerfood.com/chicken-nuggets-with-sweet-potato/
Peanut Butter and Jelly Pop Tarts,"1 box refrigerated pie dough (or homemade) | 1/4 cup peanut butter | 1/4 cup jam or preserves (strawberry, raspberry, or grape) | Water for sealing",Preheat oven to 400°F. Roll pie crust 1/4-inch thick and cut into 2x3-inch rectangles. Place one rectangle on a floured surface; add 1 teaspoon each of peanut butter and preserves in the center. Dab water around the border of the dough. Top with another rectangle and press edges with a fork to seal. Poke a few small holes in the top with a fork or toothpick. Place on a parchment-lined baking sheet. Bake 18 minutes until golden. Cool before serving.,10 minutes,https://weelicious.com/peanut-butter-jelly-pop-tarts/
Spaghetti Cakes,"2 cups cooked spaghetti, cooled | 1/3 cup marinara sauce | 3 large eggs | 1/4 cup capers | 1/2 cup black or green olives, sliced | 1/3 cup Parmesan or mozzarella cheese | Olive oil for sautéing | Extra marinara for dipping","Cut spaghetti into 1/4–1/2-inch pieces using kitchen scissors. Toss with marinara, eggs, capers, olives, and cheese until completely coated. Heat a thin layer of oil in a large sauté pan over medium-high heat. Using a 1/4-cup measuring cup, scoop mixture into pan and flatten into 1/2–1-inch disks. Cook 4 minutes per side until golden. Serve with marinara sauce for dipping.",5 minutes,https://weelicious.com/spaghetti-cakes-recipe/
Chocolate Chip Granola Bars,4 cups old-fashioned oats | 1/4 cup whole wheat flour | 1/2 cup shredded unsweetened coconut | 1/3 cup brown sugar | 1 cup chocolate chips | 1/2 teaspoon kosher salt | 1/2 cup vegetable or canola oil | 1 teaspoon vanilla extract | 1/2 cup honey,"Preheat oven to 325°F. Combine oats, flour, coconut, brown sugar, chocolate chips, and salt in a large bowl. In a separate bowl, whisk together oil, vanilla, and honey. Pour wet ingredients over dry and stir thoroughly to combine. Place mixture on a parchment-lined baking sheet and shape into a 13x9x1-inch rectangle. Press firmly so it holds together. Bake 30–40 minutes. Cool completely then cut into 3x1-inch bars.",10 minutes,https://weelicious.com/chocolate-chip-granola-bars/
Carrot Snack Sticks,1 cup all-purpose flour | 2 tablespoons grated Parmesan cheese | 1/2 teaspoon baking powder | 1/2 teaspoon kosher salt | 1/2 cup finely shredded carrot | 2 tablespoons vegetable or canola oil,"Preheat oven to 400°F. Combine flour, Parmesan, baking powder, and salt. Add shredded carrots and toss to coat in flour. Add oil and work dough together with hands until it forms a ball (add 1 extra teaspoon oil if needed). Form into a flat rectangle, rest 1–2 minutes, then roll out 1/2-inch thick on parchment. Cut into 2-inch long by 1/4-inch wide sticks with a sharp knife. Bake on a parchment-lined sheet for 15–17 minutes until golden.",10 minutes,https://weelicious.com/carrot-snack-sticks/
Chewy Granola Balls,"1/2 cup almond butter | 1/2 cup rice syrup | 1 cup Rice Krispies cereal | 1½ cups granola | 1/4 cup dried cranberries, cherries, blueberries, and/or raisins, chopped | Chocolate chips (optional)","Place almond butter and rice syrup in a small saucepan over low-medium heat. Warm 2 minutes, stirring, until smooth and combined. Combine Rice Krispies, granola, and dried fruit in a bowl. Pour warm almond butter mixture over granola mixture; stir to combine. Stir in chocolate chips if using. Roll into 1-inch balls using a mini ice cream scoop or tablespoon. Serve immediately or refrigerate.",8 minutes,https://weelicious.com/chewy-granola-balls/
Fruit and Oat Crumble Bars,2 cups old-fashioned oats | 1 cup all-purpose flour | 2 tablespoons wheat germ | 1/2 teaspoon baking soda | 10 tablespoons butter | 1/3 cup chopped almonds (or other nuts) | 1/4 cup honey | 2 cups apple butter or fruit preserves,"Preheat oven to 350°F. Place all ingredients except apple butter in a food processor. Pulse until combined and oats and nuts are in small pieces. Press all but 1 cup of mixture into the bottom of a greased 9x9-inch pan lined with parchment. Spread apple butter evenly over the oat layer. Crumble remaining 1 cup oat mixture on top. Bake 30–35 minutes. Cool completely (or refrigerate 1 hour for cleaner cuts), lift out with parchment, and cut into bars.",5 minutes,https://weelicious.com/fruit-and-oat-crumble-bars/
No-Bake Energy Bites,1 cup rolled oats | 2/3 cup shredded coconut | 1/2 cup peanut butter or almond butter | 1/2 cup ground flaxseed | 1/2 cup chocolate chips | 1/3 cup honey | 1 teaspoon vanilla extract,Stir all ingredients together in a large bowl until thoroughly combined. Refrigerate for 30 minutes. Roll into 1-inch balls. Store in an airtight container in the fridge for up to 1 week or freeze for up to 3 months.,10 minutes,https://www.yummytoddlerfood.com/no-bake-energy-bites/
Homemade Creamy Hummus,"15-ounce can chickpeas, rinsed and drained | 3 tablespoons tahini | 2 tablespoons lemon juice | 1 garlic clove | 1/2 teaspoon kosher salt | 2–3 tablespoons ice water | Olive oil and paprika for serving","Add tahini and lemon juice to a food processor and blend 1 minute until creamy. Add garlic and salt; blend 30 seconds. Add chickpeas and blend 1 minute. With processor running, drizzle in ice water one tablespoon at a time until smooth and fluffy, about 2 minutes. Taste and adjust salt and lemon. Serve drizzled with olive oil and a sprinkle of paprika.",10 minutes,https://www.yummytoddlerfood.com/homemade-creamy-hummus/
Kid-Friendly Sushi Sandwiches,"3 pieces soft sandwich bread | Spread of choice (hummus, whipped cream cheese, mayo, mustard) | Filling of choice (tuna salad, deli slices, thinly sliced vegetables, cheese) || FOR TUNA SALAD: 1 can albacore tuna in water | 1 teaspoon capers, drained and chopped | 1 tablespoon mayonnaise | 1/2 teaspoon Dijon mustard | 1 small cucumber cut into thin sticks | 1 small carrot, grated","Cut crusts off each bread slice and roll out as thin as possible with a rolling pin. Place the long side of the bread closest to you. Spread a thin layer of spread on each slice. Add fillings onto half of the bread lengthwise — don't overstuff. Starting at the filled end, tightly roll up and press to seal (dab a bit of extra spread on the end as glue). Cut into even pieces. If making tuna salad: stir tuna, capers, mayo, and Dijon together in a bowl.",10 minutes,https://weelicious.com/sushi-sandwiches/
Egg Salad Sandwich,"4 hard-boiled eggs, chopped | 1 dill pickle, finely chopped | 3 tablespoons mayonnaise | 1 teaspoon fresh dill, chopped | 1/2 teaspoon kosher salt | 1 stalk celery, chopped | 2 teaspoons lemon juice | 4 slices sandwich bread","Combine eggs, pickle, mayonnaise, dill, salt, celery, and lemon juice in a bowl; mix well. Toast bread until golden if desired. Divide egg salad between 2 bread slices and top with remaining slices to make sandwiches. Store egg salad separately from bread in the fridge for up to 3–4 days; assemble just before eating.",5 minutes,https://weelicious.com/egg-salad-sandwich/
Rainbow Roll-Up Sandwiches,"1 large flour tortilla or lavash bread | 1/3 cup hummus | 1/2 red bell pepper, thinly sliced | 1 small carrot, thinly sliced | 1/2 yellow bell pepper, thinly sliced | 1/4 cup fresh spinach | Purple cabbage, thinly sliced","Spread hummus evenly over the tortilla or lavash. Place chopped vegetables in rainbow color order (red, orange, yellow, green, purple) towards the middle of the wrap. Leave the edges covered with just hummus so they stick together. Roll up tightly, then slice into coins with a serrated knife.",5 minutes,https://weelicious.com/rainbow-school-lunch/
Turkey Club Lettuce Wraps,"8 large romaine lettuce leaves | 8 slices turkey deli meat | 8 slices cooked bacon | 1 avocado, sliced","Remove the stem from each romaine leaf. Lay 1 leaf on a flat surface and place a second leaf on top in the opposite direction to form a sturdy wrap. Layer 2 slices turkey, 2 slices bacon, and 1/4 of the avocado. Roll up into a spiral and cut in half. Secure with a toothpick or lay seam-side down in the lunchbox. Repeat to make 4 wraps.",2 minutes,https://weelicious.com/turkey-club-lettuce-wraps/
Two-Tone Sandwich,"2 slices white bread | 2 slices whole wheat bread | 4 tablespoons spread of choice (hummus, nut butter, seed butter, or whipped cream cheese) | Toppings of choice","Using a favorite cookie cutter, press a shape into one piece of whole wheat and one piece of white bread. Cover one whole piece of white bread and one whole piece of wheat bread with your spread and toppings. From the cut-out pieces, swap the white shape into the wheat hole and vice versa, making two-tone tops. Place the two-tone tops onto the filled slices. You will have 2 sandwiches.",5 minutes,https://weelicious.com/two-tone-sandwich-recipe/
Easy Salad Wrap,"4 cups chopped romaine lettuce | 1 cup shredded carrots | 1 cup sliced cucumbers | 1 tomato, chopped | 14.5-ounce can chickpeas, rinsed and drained | 1/2 cup crumbled feta cheese | 1 cup cooked chicken, chopped (optional) | 1/2 cup parsley and/or mint leaves, minced (optional) | 4 burrito-size tortillas | 1/2 cup prepared hummus | 1/4 cup lemon juice | Salt and pepper","Add lettuce, carrots, cucumbers, tomato, chickpeas, feta, chicken (if using), herbs (if using), hummus, and lemon juice to a large bowl. Toss gently to combine. Season with salt and pepper. Add 2 cups salad to center of each tortilla. Fold in sides, fold over one end, then roll up tightly. Serve immediately or wrap in foil and refrigerate up to 3 days.",15 minutes,https://www.yummytoddlerfood.com/easy-salad-wrap/
Sheet Pan Black Bean Quesadillas,"4 flour or corn tortillas (soft variety) | 1/2 cup pumpkin puree (or sweet potato or butternut squash puree) | 1 can (15 ounces) black beans, rinsed and drained | 1 cup shredded cheese (cheddar or Mexican blend) | 1/2 teaspoon ground cumin | Salsa, sour cream, or guacamole for serving","Preheat oven to 425°F; line a sheet pan with parchment. Lay tortillas flat on the pan. Spread 1 tablespoon puree on half of each tortilla. Top with 1/4 cup beans, 1/4 cup cheese, and a pinch of cumin. Bake 8–10 minutes until cheese is melted. Fold tortillas over and press down; return to oven 2–3 minutes more. Cut into triangles with kitchen scissors and serve with salsa, sour cream, or guacamole.",5 minutes,https://www.yummytoddlerfood.com/easy-quesadillas-with-black-beans/
Sweet Potato Quesadillas,2 flour or corn tortillas (soft variety) | 1/2 cup mashed sweet potato | 1/2 cup shredded cheddar cheese | 1/4 teaspoon ground cumin | Neutral oil or butter for the pan | Salsa or sour cream for serving,Spread mashed sweet potato over one half of each tortilla. Sprinkle with shredded cheese and a pinch of cumin. Fold each tortilla over into a half-moon shape. Heat a cast iron skillet over medium heat with a little oil or butter. Cook quesadillas 2–3 minutes per side until golden and cheese is melted. Cut into triangles or strips with kitchen scissors and serve with salsa or sour cream.,5 minutes,https://www.yummytoddlerfood.com/quick-sweet-potato-and-cheese-quesadillas/
Easy Meatball Soup,"1 tablespoon olive oil | 2 teaspoons minced garlic | 1/2 cup minced celery | 1/2 cup minced carrot | 1/2 cup minced onion | 4 cups reduced-sodium chicken broth | 1 cup stelline or orzo pasta | 16 mini meatballs (store-bought frozen or homemade) | 1/2 cup marinara sauce (optional) | Parmesan cheese, salt, and pepper to taste","Heat olive oil in a large pot over medium heat. Add garlic, celery, carrot, and onion; cook 3–4 minutes until softened. Add broth and bring to a boil. Add pasta and cook per package directions. Add meatballs and cook until warmed through, about 5 minutes. Stir in marinara sauce if using. Season with salt, pepper, and Parmesan. Serve warm. Refrigerate leftovers up to 5 days.",10 minutes,https://www.yummytoddlerfood.com/meatball-soup/
Turkey Meatballs with Zucchini,"1 pound ground turkey | 1/2 cup shredded zucchini, squeezed very dry | 1/2 cup Italian-flavored breadcrumbs | 1/2 cup grated Parmesan cheese | 1 egg","Preheat oven to 400°F; line a rimmed baking sheet with parchment. Mix all ingredients together with clean hands in a medium bowl. Form into 2-tablespoon-size balls and place on the baking sheet. Bake 22–24 minutes until golden brown and cooked through. (Air fryer: 12 minutes at 375°F.) Serve with marinara, pesto, or cheese sauce.",10 minutes,https://www.yummytoddlerfood.com/turkey-meatballs-with-zucchini/
Easy Sausage Meatballs,1/2 pound mild Italian sausage | 1 pound ground beef | 1/3 cup grated Parmesan | 1/3 cup Italian-flavored breadcrumbs | 1 egg | 24-ounce jar marinara sauce (optional),"Preheat oven to 375°F; grease a rimmed baking sheet. Remove sausage from casings if needed. Mix sausage, beef, Parmesan, breadcrumbs, and egg with clean hands until thoroughly combined. Portion into 2-inch balls and place on baking sheet. Bake 22–25 minutes. Drain on a paper towel-lined plate. Serve plain or simmer in marinara sauce and serve with pasta or in rolls.",10 minutes,https://www.yummytoddlerfood.com/easy-sausage-meatballs/
Moroccan Lamb Meatballs,1/4 cup diced onion | 1/4 cup diced carrot | 2 tablespoons fresh parsley leaves | 1 pound ground lamb | 1 teaspoon cumin | 1 egg | 1/4 cup shredded cheddar or Monterey Jack cheese | 1/4 cup raisins or diced dried apricots | 1/2 teaspoon salt | 1/3 cup plain breadcrumbs,"Preheat oven to 375°F; line a rimmed baking sheet with foil and coat with nonstick spray. Place onion, carrot, and parsley in a food processor; grind finely 30 seconds. Add lamb, cumin, egg, cheese, raisins, salt, and breadcrumbs; process 30–60 seconds until combined. Form into 1-inch balls and place on baking sheet. Bake 18–20 minutes until just starting to brown. Drain on paper towels. Serve with cucumber sauce or in tomato sauce with pasta.",15 minutes,https://www.yummytoddlerfood.com/mini-moroccan-meatballs-recipe/
Best Easy Pasta Salad,"1 pound farfalle or rotini pasta | 1 pint cherry tomatoes, halved | 1 medium English cucumber, sliced into half-moons | 1 cup diced mozzarella | 1/2 cup thinly sliced red onion (optional) || DRESSING: 3/4 cup olive oil | 1/2 cup red wine vinegar | 1 tablespoon Dijon mustard | 1 teaspoon dried oregano | 1 teaspoon honey | 1/2 teaspoon salt | 2 teaspoons minced garlic | Freshly cracked black pepper",Cook pasta per package directions in salted water; drain. Let cool while you prep the vegetables. Shake dressing ingredients together in a jar or whisk in a bowl. Add all ingredients to a large bowl and mix gently to combine. Serve cold or at room temperature. Store in airtight container in fridge up to 5 days.,10 minutes,https://www.yummytoddlerfood.com/easy-pasta-salad-recipe/
Chicken Caesar Pasta Salad,"8 ounces pasta | 1 tablespoon olive oil | 8 ounces cooked chicken, shredded or diced | 6 cups shredded romaine lettuce | 1 cup croutons | 1/4–1/2 cup Caesar dressing | 1/4 cup shredded Parmesan cheese","Cook pasta per package directions; drain and toss with olive oil to prevent sticking as it cools. When cool, add pasta to a large bowl with chicken, lettuce, croutons, Caesar dressing, and Parmesan. Toss gently to combine. Serve immediately or pack in lunchboxes — store up to 2 days in the fridge.",10 minutes,https://www.yummytoddlerfood.com/chicken-caesar-pasta-salad/
Hidden Veggie Toddler Meatballs,"1/4 cup each minced carrots, parsley, and onion | 1 pound ground beef | 1/2 cup Italian-flavored breadcrumbs | 1 egg | 1/4 cup grated Parmesan | 1/2 teaspoon salt","Preheat oven to 375°F; line a baking sheet with foil and spray with nonstick spray. Place carrots, parsley, and onion in a food processor; grind until uniform. Add beef, breadcrumbs, egg, Parmesan, and salt; combine well. Form into 1.5-tablespoon balls and place on baking sheet. Bake 22–25 minutes or until cooked through. Serve with marinara sauce and pasta or ketchup.",15 minutes,https://www.yummytoddlerfood.com/hidden-veggie-toddler-meatballs/
Favorite Lunch Wraps,"1 burrito-size whole grain flour tortilla | 1–2 tablespoons condiment or spread (mayo, mustard, guacamole, mashed avocado, cream cheese, hummus, or peanut butter) | 2–3 ounces protein filling (turkey, ham, chicken salad, tuna salad, bacon, or cheese) | 1/4 cup produce (shredded lettuce, baby spinach, sliced bell pepper, shredded carrot, or cucumber) | Salt and pepper to taste",Place wrap on a cutting board. Warm 5–10 seconds in microwave if needed so it's pliable. Spread condiment to within 1/2 inch of edges. Add protein down the center. Top with produce. Put a little extra spread or sticky ingredient on the edges to help it hold together. Roll up tightly and slice with a serrated knife. Serve immediately or wrap in foil and refrigerate up to 24 hours.,5 minutes,https://www.yummytoddlerfood.com/favorite-lunch-wraps/
